Reviews,Sentiment
at this skatepark in a mall in georgia this is lame,0
marialkanellis i am very jealousi live in the country miles away from a beach,0
hey biggie biggie lol i had a sudden urge to be in the mustang,1
started to congratulate all my relativemoms only to find out that mothers day is actually next sunday,1
listening to mitchel musso and making a bday present,1
bbwpornawards thank you so much,1
i am back on twitter just had an amazing week on the andaman islands,1
savin cds for later not enough time right now,0
misskatiejonas none i have to pay how does miley world going,0
why are these homework so hard but have to do it so that i can read breaking dawn,1
doh you know what i am talking about,0
wimbledon it was horrible to watch poor anne,0
mrallenakaneo its 30 away and i havent gotten any new followers since fridayguess thats what i get for shuttin my damn mouth,0
jpiasentin did you get my retarded message how has the tangerine been treating you,0
inaheart bpd awareness monthhmm,1
juicyjones oh i just found out that the church played at triple door last night,0
martin officially is at his new home it was so sad i will miss you you big dummy,0
lionessblack yogurts one of those things that keeps as long as the foil top is not thistended you can still eat it wo fear of death,1
chrisbrogan i will see you at fuse but i am working tomorrow sad to miss all the fun,0
indieicing we design with squarespace alot and i also use it for my personal blog awesome platform get your free trial and play,1
tweetie i will buy tweetie for mac as soon as you give me the option to not show the dock icon,1
has new music in her mailbox as a thank you to yesterdays gooey chocolate cake,1
anniecoupland youre just such an easy target,1
alarm clock 404 am jesse not found,0
i am running out of money,0
cohen_sydney is he on twitter i know problogger he is into photography runs also popular photography blog too,1
martinhiggins although i should have done maths to alevel i think i should be ok though,0
i am so done ack,0
sega cannot you have a giveaway for just me waah,0
off to lunch outdoors,1
dizzygurl i am going back to saga hanna so much to tell let us talk soon,1
alomax drive safe sounds like you had a great time,1
kinkyloco abaa your twittering and you dint even tell me huhuhu,0
just seen the fail whale for the first time in ages,0
suecsmith i was in the building and came by to see if you were there today but i could not find you,0
30stm_denalie i am great luckily today is holiday how about you echelonday echelonday echelonday echelonday echelonday,1
me and karen bringing a bit of summer to the office,1
my phone is gone being phoneless is the worst this temporary one is a piece any suggestions on what kind of phone i should buy,0
i am getting ythe slightlest inkling of a sore throat and i have ulcers in my mouth methinks im getting sickly,0
is bored and lonelyso im playing ghost busters on the wii i need a life,0
the old guy tanning in a speedo has made this park a little less adorable,0
susanffvk well i am sure that will be just fine i am thinking i need to go shopping for some new cute aprons,1
cookleta even let me cheat lol it was a clean gamewonder at wht thing he is mad at her for lol,0
librantyger hugs appreciated,1
apparently in the 32nd century people will be saying hang in there brother,1
tinaseina75 nope no uk tour dates so unless they add some jks contest is the only chance i am going to get,0
ok2baprincess hehe i feel i am fading like a flower,1
chadmichmurray i think that sounds like an end to the show that helped me get through high school not cool we will miss u,0
deafmuslim oh kewl what are you gonna go see ive been wanting so bad to see star trek or some new bollywood movie but im broken,0
tonikaras hello how are you today or this morning i have to say if youre still in the us wish you and the kids a great day,1
hi pptheblog i wrote a bunch of twitter tips including one on hashtags at enjoy,1
i am sick is not that the coolest thing in the world yay not really,0
neilyc no its definitely not there,0
theonelove sounds great i will check into invisible children it is a name that keeps popping up around me,1
my head hurts soo bad make it go away,0
dark_fairydust i know youdeari heard mcrs secrutiy bigworm has samething with ubut his granddadhe said his tweeter,0
about to go to whole foods,1
is going to the orthodontist tomorrow ugh,0
off to the apple need a drink getting fed up with revision,0
noisypinkbubble lol i think youll find that is a van gough but sympathy anyway xx,1
with my babygirlss no homo hahaa,1
leenkwan haha edz is too lame d i dunno wat to say im so tempted to get another bunny they are too cute go check your email babe,1
rachelferrucci dating myself here remember the transparent purple singles,1
thiscovering i have more friends than i thought how cheering,1
mandyyjirouxx that is so true but remember yours and mileys doot da doo lifes good xoxo,1
suzysmiles mwah indeed nuff55 is out for a few hours so youll have to put up with my boring company instead,0
goodness annuhmango i tried to sleep in but my daddy kept waking me up,0
ludajuice did it hurt like hell i gotta get mine out too cause i am now biting a hole in my cheek,0
i do not enjoy finance work on the weekend i feel like i just cannot catch up with life sometimes i am not my ma in laws bday party,0
madamebink hoping bink is ok,0
loserkid745 lol who you tellin curls still curly i am still sittin pretty,1
jolly_fella hindi ako pasaway ang bait ko nga eh ever supportive sa joepet loveteam inalagaan namin si pet while youre gone,1
saw this on a walk the other day there were chalk arrows all alongside the river towards it,1
kristinarosexx omgahh does anthony rosano have a myspace twitter or anything i dont really find alot of scenes with him,0
jz got home from supers hauzi rili love fudtrippin wd my super duper great friendz last nyt sa uulitin,1
catie and kaila r comin over,1
frogst thaanks,1
i missed going to local gigs fun times,1
looneybgd uu pa ti ima?? too wow treasure it my friend,1
body seems to be awake but my eyes are fighting to close againlol atl here we come so kristin knows not thinks she can dance,1
a little girl just made me a shell necklace on the demo,1
annamro yeah got my dates mixed up they are in brissie on wed,1
i am so happy and i do not know why,1
just did my english exam geography in a hour,0
call my saynow fanline at 2069733079 and i just might call you back dont believe me gimme a ring,1
i am up at 230 am but my baby is sick and he needed me,0
tashiabacker ahahaha yeahh this is starting to get a bit strange now i cant wait til the new film comes outt,1
63009 american idol tryouts in la not coming to hawaii this time around la is the closest they are gonna get time to go to la hi,0
argh i have to go to a public health and environmental resource protection forum tomorrow i am dreading the fake hellos already,0
making my strong man stamina bamma wuk gyal hard and long juice,1
almost in new york city,1
back to work also waiting for dinner with turkturk,1
lean cuisine pizza is not as good as bbq chicken pizza,0
all quite here so far today good sign everything must be working fine dont you love support contracts,1
itshwood preciate the luv homie,1
iamdesign perfect combo to start the day,1
itgirlserena aww your so lucky i wish i could go to all of those places to shop,0
bobbythomas1 so youre having a musical day,1
seems a nice day outside my son seems better and for now i am ok new playlist is almost 4 iphone is almost ready,1
goshh chemistry paper 3 honestly i know nothing about chemistry,0
dahifi dang it i dont even make the top 50 i am lame,0
what a lovely day sitting here revising history lol rubbish,1
let me be the one who calls you baby all the timee i still want that birthday gift,0
will miss you mister __ sure will,1
hey all changed my name thing from lukasvandenberg to lukasvdb makes it easier and quicker to type thinking of you all lol,1
dancnbutterfly i am so sorry you are crying,0
watching old seasons of greys on dvd,1
miss abimanyu already,0
hahahellno you are already on my list lol the little bible awaits u,1
no school today going 2 the beach,1
aww he is so lovely and his mums crying too,1
says good evening music,1
at the airport,0
mbspence i am lost please help me find a good home,0
itsjustme_nicki you always make me feel better its the least i can do,1
you never no what your missing until its gone at dancee,0
shoujopunk check you livejournal i left you a message i think youll like,1
it just hit me that i still have not gotten over the fact all though its been 34 weeks that he is gone,0
suareasy that is such a good movie i think im gonna watch it tonight thanks suarez,1
hey twiit i jst woke up at 10 of the clock and i got headache,0
i am on the mobile app blaqrainbow so i cannot block anyone,0
i just fell addicted to mass effect but i have no time since i should be learning,0
arnehulstein still nice memories with the tube hmm maybe people should name thier tubes,1
surprise phone call from noelle made my day,1
rvt01 it is a start 3500 and lean on the bmw suv ha ha,1
suavewreck lol nah gshit make it stop i have on shorts,0
holy shit washing machine repair man fucked up and now half our house is flooded with 2inches of water my shoes are soaked,0
sophiecjfarmer yes miss lol you cuddle whorethat i love of course,0
my iphone has gone so slow and keeps crashing,0
yaksierra hey i was just thinking that i missed seeing you around here,1
boomboxhearts how come i have not seen you,0
i think ill go to bed now wow this is really earlyy,1
itsjustdi thanks chicajones,1
hey pcmagradio were back pcmag radio live,1
i do not understand why some people are so darn confusing,0
just reinstalled xampp too many passwords keep forgetting them,0
mariosoultruth can you do another one i really would like a call 2,0
i just told people i dont know any theorems for maths and apparently thats a big deal,0
asking amber the answers to the homework,1
noo this is the sad episode of satc,0
gordonkelly to be honest before i got married my mum did stuff like that she was worried i was offending people by taking no interest,1
my feet hurt cause i stood in nettles last nighttwice,0
wishes neighbors wouldnt be loud and obnoxious when its too hot to close the windows,0
sitting on the couch at my aunt and uncles house extremely bored wishing i was chillin with my friends,0
gotta paint the bathroom i loved my bathroom but since i am moving i have to paint over it,0
bouta ko it was nice kickin it w the regs,1
vanitydoll yes i do im actually going on a business trip to the tfc studio this sunday with my boss,1
listening to davidarchie s magic 899 interview again,1
ousooner44 they being the husband or the girl,1
mary_cecilia hey hun i am actually going home for the weekend when i get back we better hang out when is training finished,0
my mom just said your hair is massive as in the slang wordawwh she tries so hard to be cool,1
not because i want my books pirated but it is such a pin in the ass to have to repurposeindividualise ever freaking single letter,0
i am really upset as my grandmother is in the hospital having a stroke doctors say it has to play out that it is to late to stop it,0
i am so stiff this morning oww i tried one pli?? and it hurt,0
woo new camera its a nikon l100 o,1
good work out todaylebron and the cavs put in work time to shower then bed work 730 am zz,1
feeling yukky feel like shaving my head but i am not as brave as britney spears and my ears are too big to suit a no1,0
ldlovesjordank do not worry about it tonightwell figure it out,1
jonandkate8fan nodivorce is hardly ever good for the children involved,0
loving the sidekick and going to sleep for up tomorrow,1
carman63 wow 30miday is awesome i can ride 30mi but i cannot ride every day if that makes sense,1
ugh for a moment i remembered leverage s2 begins june 15th and was all yay two weeks but then i realized it was july not june,0
i just spent the past 3 hours washing and waxing my car and helping my dad wash his motorcycle sup at father daughter bonding,1
5 mins unitli have to get up from a warm comfy sofa,0
twitterrific shows an ad from wacoms intuos4 remembers me how much i want one,0
feeling a bit too relaxed like creepily relaxed then again 12 the world is asleep mustive been the eagle eye movie wshia labeouf,1
ok so i load parallels and migrate settings from vm c3d license is pooched,0
rain or shine defeated by ginebratsk,0
calling up the client she is up by 5am and fresh too bad i am never fresh when i get up,0
i can post anything now if it breaks the rules the mods just would not approve it i do not need to think a mod will do that for me,1
just got home from a grt runwalk in park w my dog just logged in my workout in wowy beachbodys online super gym tgif,1
never changing,0
iam like so bored,0
milan is annoying but we expect that but brandon he is the poster child of bitchassness its 930pm chsb gave me a headache gknight,0
quazorean yes i enjoyed the time on the islands a lot and there are 5 others i have to visit maybe you come sometime to germany,1
jayz is fuckin amazin i play on sims 3 pocono wwdc summer jam add me im fun to follow french open mgmt,1
neice is driving me insane save me anyone,0
hittin the sheets school tmrw fml,0
oh shit itsdely that last tweet was all urs,1
good morning twits mommy laurie boomkack is leaving us this morning gonna miss her but holdin it down while she is gone d,0
ok so i had to stop following them sorry guys the messages back and forth were driving me and my twitterberry insane,0
epc wish i was there and not bouncing around on this plane,0
felicityfuller only thing is one of the dogs has a bloody ear small nick on the ear flap prob caused by rough play with ball earlier,0
natwebb haha yeah just my friend just did that and i dont wanna seem like im copying her,0
i am sitting at my computer making a twitter profile,1
winding up the day and week at the jack i am helping my son with his ipass math program he is still mad at me for making him do it,1
sheamusisfamous i miss you guys looads come back to me,0
ramnathk ahem that doesnt sound nice nice,0
good morning,1
joeruiz oh man i dont recognize those 6th has changed so much since ive been back,0
joincidence agreed do not know what brawn have done with his strategy rubens had it in the bag so frustrating f1 brawngp,0
blueindauk kermiit i do not remember the song tho haha,0
xxjonasaholicxx ohh thats awesome joe doesnt hav his own so sad,0
makin some new vids,1
jtbritto good to hear,1
love story is on nick hits 3,1
today was super special awsome if you get the joke you win the game oh wait i just lost it was ssa minus hawksmavs losing,0
temposhark i feel your sadness i remember i stupidly left my on a dance tip part two compliation on top of lampshade and it melted,0
seeing movies tomorrow,1
heathcastor very literally i want my blood back who do i complain to,0
book is still betterbest part is that taylor goes shirtless,1
have not seen him for a few years though,0
stephenfry great to see gordon gordon back on bones i loved your air guitar so is gordon really hanging up his spurrs hope not,0
shopping with momma,1
rvaria you should have taken a moment to know exactly whowhat you were insultingthat is the kind of behavior that drags twitter down,0
have not been around muchthanks to kevin rudd my life is work work and more workand no overtime paythe tax stimulus sucks,0
joshgroban hi i saw you at the thisney music concert in london for bbc radio 2,1
i really like neyos song in the way i could use it in writing a fanfiction hmm csi miami perhaps or maybe inheritance cycle,1
reeses2mommy im very sorry about your grandma my thoughts and prayers are with you,0
just went to see upeveryone told me it was so cutei found it really sad some sweet momentbut a lot more tearful ones,0
ddlovato demi welcome to brazil we love you so much diva 3,1
cannot wait for the mtv movie awards tomorrowand also the class sectionsbummer hehe,0
susan_adrian hugs and ice cream and feel better vibes to child mommy makes it better,0
man bitches in the club fighting,0
i am so bugged with the camera repair place they would not give me my camera back,0
it is not raining anymore,0
mesa court or middle earth yep that is right housing finally came out today and now im stuck with 2 essays,0
darynkagan oh i do not know that is a good question i would suggest joining the site asking marie that question i do not backe,1
totally learning jasey rae on guitar,1
bradiewebbstack ive meet him before at a circus thing he is nice and even funnier in real life x,1
elvishsiao the website i am developing lets you also share videos documents maps and events later music too,1
im soo happy thanks emily_rose_d,1
just left the library both books i want 2 read r checked out pooie,0
i miss tv stupid dtv conversion i am gonna busy myself with hulu until i get a new tv,0
gonzo_stojo play bridge hell no card club is our cover for drinking eating grousing and carousing once a month hiccup,1
fun day today at wof it is ok mellieirene we will hamg out soon,1
just got home and i am dead tired ughi do not wanna go to school but i might see him tomorrow,1
hey heyamaretto amaretto sorry had to do that if you listen to daniel tosh youll get why i did it ?,1
apt is currently barrenbut you do not have to squint to see its potential,1
mkayyali just as movies based on novels,1
at bry brys house,1
graphic design is the most difficult task for me,0
k so anyone going to all time low go suck a dick ten times i hate you,1
mileycyrus you look gorgeous love the dress and you hair,1
home after a drunken night out partying i hope i do not have a hangover,0
sophie_lhoste supposedly twitter is deleting lots of bogus accounts r at least that is whats been said,1
azzmonkey thats hillarious but why couldnt i be the blonde lmfaoo make me a login so i can post haa ill post some funny shit,0
srowl ooh i used to be a lil raver girl,1
dekho nashe meinsara jahan haikitni hassin mulakat haibetabi chahyi hothon mein aaidil mein chupe jo baat haibahaaon mein,1
at least i am not the only one in the theater alonecourse i am sure those people are just holding seats,0
joycloete lol thank goodness it was not,1
best makeout song evah ?,1
marta_i_araujo that?s really bad,0
i guess i will never smile anymore there is only one thing out there what would make me happy,0
sittin here with my siss kasia,1
sonnylovato we were supposed to go masquerading,0
nhaines but it is more attractive to see or read spanish language support or something like that an events or i am wrong,0
ok so it is 830 and i am awake and fully refreashed how weird is that and i am going to go take my dog for a walk,1
beach is nice fried like a lobster,0
choir shows at sshs are 80 music 20 dance and 100 nostalgic,1
going to another birthday party tonite,1
o please i have been feening 4 them these past few days i will reimburse you the cost serious kine i am on my knees,0
coles brand cup noodles ftw,1
naomi is finally gone i will miss her,0
good morning everyone have a beautiful day,1
fryuinbhk going to babysit omar pleease text,1
radha_ the blore trip is scheduled for next weekend i hope it doesnt rain when i am there,1
loving my iphone,1
normandlou i get both so much fun,0
my maid just ruined my ipod she like burned it or something it has this ungly looking stain on the screen,0
had a wonderful mothers day but it makes me really miss my mother life is not quite the same without her in it,0
damnezvous freakin goalie on steroids i did not make a goal i am shamed,0
joining the twitter world,1
sarahmgellar howre you,1
leesemp and i trying to make it home from a week in irelandbattling the horrendous jfk delta combination,0
talyalovesmusic after a three hour dress the old embouchure is a little sore right now it will be fine for the show at 8 i hope,1
staa_ youre wlecome bb,1
good morningi am officially a bum no work no money,0
allthatglitrs21 not sure if what i just said makes senseit does to me im sure whatever you come up with will be beautiful sweet dreams x,1
thinking about watching the phillies tonight hopefully watching them beat the dogers again staying up late again to i love summer,1
pinklemonade_85 you can do it i believe in you,1
ruff the day man,0
i have tried for three days in a row to stay up for the entire day in order to sleep early but i always end up sleeping too early,0
ok now i am really going 2 bed night tweeps,1
evelight shame about your job have you thought about working for yourself there is big money to be paid,0
i only have 2,0
thiscenturyjoel sorry man i did not mean to insult you hollyhalvorsen that was not nice i did not get dropped on the head as a baby,0
i know i wanna keep wishing i was with you but we just gotta stopp,0
allthatglitrs21 tell your roomie to get a twitter i wanna see whats up with her she seems really cool,1
rudez90 hahaha that definitely would not be happening tonight unfortunately,0
teaching yourself the guitar is harder than it looks,0
stephaniepratt everyone will be in black be your own person wear orange,1
red0324 yay backing what i am not allowed to backe here because my mom says nobody in this house needs backed goods no cupcakes for me,0
donniewahlberg whoohoo have a great time tonight d,1
is bummed i accidently glanced my ex frm a thistanceonly 2 see hes looking pretty good could he possibily have a date tonight,0
someone take me to new york,0
prettyhairs i have a rl xd photobucket sucks balls,0
jadeycakess same i cannot wait for the next time they play leicester,0
ebassman how much are you guys asking for you know for us to get him back,1
kickboxing cousins soon,1
yay im in brighton and its lovely,1
maggie5565 slow down you do not want to get brain freeze why are not you at 200 yet i am closing in on 1500 myself,1
andreajohnston i just seen your reply about the triangle it is a kick ass resteraunt in douglass ks not douglas ave greattacos,0
edwestwicklover o why is it not working are you sure your clicking the icon thing then it goes to the yes or no bit l,0
spent the whole day editing in pro toolsi luvv this thing and am becoming quite the pro but it gives me insane headaches,0
followtheblonde ohh that is sad the longest record for having a fish for me was a week,0
annieliang i know the feeling cheer up babe,0
amykachurak sorry yo throwing up is wack,0
ahh jus woke up still tired but i was soo thirsty bed is def extra comfy but nothing like my own,1
xxtammy yess i love them and yes i am ps listening to my favorite highway love them thank you,1
i need to go and exercise but i cant be bothered,0
i bit myy tongue in the samme place twice still at the fairr yee,0
situme is not it great will we see yous in a field sometime soon,1
gacka were definitely working on it,1
i finally had to use the block feature on twitter today,0
i am off velazc you all again happy wiken,1
no games in the mail today not many releases this month some games are coming out at the end of may but that is about it,0
let us go twitter follow vp of urbancouture magazine crystalchanelle she gets shit done,1
coolrewards it took me ages about 30mins,0
my cats r catching cold look so sick poor lil ones,0
likes pho hoa,1
nursing sore back today,0
magicglam nananana lmao your boy is about to be ottua here one down one to go,1
bruton to thisappoint that is,1
xgracestackx aww its mega boring without u nobodys online d,0
wow i am almost done with my project fuck yeah animating is pretty hardwork __,1
took hammock back and got chair too big hanging out with dogs while car is getting fixed costs a pretty penny,0
a simple text search took 15 secs something needs to be done sometime,0
corbsilverthorn sorry,0
helenemorse why ruined,0
fissijo most likely but right now i am sick of being 17,0
it is hot in here fans self ya gurl bout to bounce gotta go to church 2morrow and it is like 1am smh will prob stream bc i am tired,0
wishing rufaromapfumo luck for her exam activate,1
is at the farm doing what i do bestriding my ass offget at me,1
i am so hungover spent so much money last night this week is going to be a pure strugglenote to self must stop drinking lol,0
iamkiara__ im so sick i fell over last night outside coz i was putting something in the bin,0
is sigh no longer going to bonnaroo,0
gfalcone601 good night gio sweet dreams,1
officialcharice everyones trying hard to make you ms twitterworld so that your name will be immortalized in twittera legend,1
mathewgendron naww mathew but if requesting kids was prescription youd be feeling hella good right now,0
okay just found it,1
omops i am so impressed,1
yesterday two thieves we stole the cell phone,0
one month till my birthday and 8 sleeps till i begin the countdown to my latest adventure,1
gizmo was okay he doing a lot of sleepingmore than usual shower,0
i want a masi now i gota get one lyfeonline i miss my car lol 200 on the dash man it was lovelyi was ridnnow i am hooked,0
at my cousins wake,0
purpledaisybug does it work now wiihh,1
nothing works out the way i want it to this is not my day hope that tomorrow will be better bsb,0
amarita77 yep lol me always ready to see what a new day holds you in redbull withdraw,1
southernbell_69 abbielicious613 i think twitter swallowed abbies idea to me i cannot find it,0
had lunch with paige i have missed her so much,1
sportdawg ahh i thought you were talking about work not working out but i guess the same applies balance take care kick the bug,1
god is good life is good,1
jason_pollock and in like wisdom i will say that the world must be the change it wishes to see in us ? ?,1
samthecowdog that is cool that you have a gp bro even cooler that you do not eat him sorry about rojo sniff,1
mm not enough tickets wer sold for ozzy tour this cud effect any planthey may ov had to cum to uk europe,0
misscarlybaby yayy fer drunk bowling,1
why make something great when good sells better is soo true today,0
am lost in translation,0
argh 50 shorter than ever need new glasses by now,0
djhypespokane done deal hope everyone is ok,0
noleswoman1 i went there too,1
long night ahead so much news to write so little actual news sigh,0
stuck at home for another day damn this sickness,0
is bloated after eating pizza tim hortons hm good stuff,1
and my work email,0
tobinshack ronswanson any beverage of course,1
hubby just came well have lunch in a while hott here,0
lap 2 and rahals already out,0
tink my first car parents are selling it how sad this thing has been everywhere,0
just sold another branded license of tilt,1
i am so boredd listening to music alone,0
sold my car todayvery happy,1
listen to jonas brothers sing thinking of you,1
angelacyaws i am jealous i want my carpets cleaned i wanted to buy a cleaner cor xmas but my bf said no,0
had an awesome run earlier today that basically rocked my world,1
mandyyjirouxx woo yay haha have fun gnight,1
thedirtyone i have not either but tickets are sold out until september 2009 let us be strombo groupies then,1
why am i wide awaake,0
technotetris haha he got to 4th at one point but thats the best i believe lol yeah i did haha like crazy lol,1
dear dhl please consider revamping your game plan charging me 15 x more for shipping the same product to the same location makes me,0
vagelisv the laptop i was on last night is only about 6 months old nothing was wrong wit the battery was just dying,1
what a shame,0
martinirwin we tried our best but the government did not listen i am afraid,0
just back from ras al khaimah now that was hot this is just sunny,0
i do not know what happened but currently arabcrunch server is down,0
ehsanahmad good good,1
they didnt know it was my food bitches i cooked it now im starving,0
moobs black books bonanza planned for this evening,1
sofomofo i had not seen this one i think i must have watched the fan made one lolthats one of the scariest music videos everpoor kid,0
likes stripygirrafes background and has to say it is extremly cool,1
finalcutpro it was delicious,1
craigavp aw im sorry i know that feeling it sucks,0
still waiting for iphone 30 argh,0
chillin here in california going to see my cousin tomorrow,1
iatraveler thanks for the retweet and i sent you an email today,1
matthewmoloney thankyou for the follow,1
picklestickleme all the best for tmr get an early rest and tweet bt it,1
fragmentarie gman67 do not be amazed it just worksthe way it is supposed to,1
thank you internet for reuniting me with my best college bud facebook,1
laying in bed 1152 in the afternoon i have a headache and my throat feels sore,0
headache,0
still a got headache getting ready for work,0
toomuchriff i miss you too,0
missdoomcookie noelwalling no doubt wheres mine delicious,0
goodmorning tweeties,1
brandonheath sorry to hear that,0
agenda for the day finish work gym tanning shopping then i kind of want to cause some trouble tonight,1
imified not working good imbot,0
diti_x why,0
sitting amongst all my holiday stuff not knowing what to pack and what not too,0
lebron_kingdom i know i know what more do the cavs need gahh lebron with 44 pts and still lost,0
watching my laptop go up in puffs of smoke i guess it would not boot anylonger well at least it did not set my house on fire,0
would rather spend the night squished with four other akhwats on a queen size bed tonight,0
ctayah happy birthday how old,1
takin bentley to nw_ark_naturals today for bark in the park with lacey anna anna maria and jenny bring your dogs out,1
capn_steve that that made me sad,0
ahh 11 days and last exam today,1
now mtv is making a series just to assure you that it is okay to be a slut in fact if you are slut you could be on tv too,1
turbomichael so sad i am sure youll love it though good luck,0
add me in facebook,1
ms ca i miss my baby he is in california right about nowsad face i miss my baby he,0
mourgane i will backe a banarambar cheesecake 4 my mummy,1
omg what rev run just put xd good times,1
jenna_raee was that a drunk phone call i missed my favorite from you,0
somethinganna you kind of suck right now just kidding lmao,0
heyisabelle_ lmfao just you see she will talk to me,1
mariahcarey keep it up mariah cannot wait for your new album,1
guys and dolls closed already i wanted to see it next week noo,0
icbth everyone is like leaving,0
uk_joedan_fan aah thats good i think i will ventureoutside today tooneed to go bank and sort out parking ticket haha exciting stuff,0
cdurham23 i am inclined to agree,0
comedyqueen you will be okdont worry about itlol,1
im sad i want it 2 be summer well it is only the rest of the week and next but i have finals 2 waahh,0
having arguements about redecorating the clinic daddy has such bad taste,0
dougiemcfly tommcfly was watching ra dvd earlier we made the dvd i did please reply i never get replys,0
hello twitty world how do you do,1
bonjour le monde working on some concepts today past projetct timeline,0
zawfi yeah i am thanks have a good night i need to train myself to go to bed beforearound 11 goodnight,1
amidatti what the hell meeps i miss you,0
katyperry yeah are not they the best,1
watched some george carlin clips brilliant observer and very funny but marinated in cynicism i wonder if he was happy,0
wishin i could get up late on saturdays,0
watching harpers island right now,1
thehypemichine should give it a name poppy hibiscus ballas the purple helium balloon,1
had dinner in delfino almost nothing vegan there pizza contains milk cooked vegetables contain butter had fries and an enormous salad,0
blergh i didnt make it either,0
mitchinstereo ha ha ha blushes and giggles thanks i am at work being bored and getting a headache,0
ddlovato omg i see you toon my computer screen happy flying,1
radiostargirl you got a 2 hour window i have never heard of anything shorter than 9 that is still 2 hrs you would not get back though,0
loved part 1 of dh but will have to waite for part 2 tomorrow,0
about to get my grub on then nap then out to the bday girl house to prepare for 2night catch me if you can,1
please do not leave me he is 2 important for me,0
so superifijo is in my house and he is being a pain like always ignore ignore ignore ignore that really grind his gears,1
chicken noodle soup and orange juice my 2 least favorite things have now become my favorites still crazy sick ugh,0
trixie360 can i please have a gunstar code,1
alpy yeah but i thought they sunk that hole cool,1
rubberfruit thankyou,1
food coma interrupted by dog and 3 yr old fb,0
aww almost everyones alseep,0
djlocorious locoo,1
justifiedgirlyy haha i didnt hear touche,0
just got out the tub im soo never takin my shades off look at my awsum bee i just made for my,1
carissa__ uugh i strongly thislike peta they are bad not good,0
womensweardaily love him,1
now i have no sky until monday,0
my hubby left early morning for a business trip and he will be back saturday and it is hard when your child is sick pray in jesus name,0
poppygirlx of course you can good luck,1
time to revise bio sigh sad face,0
daily_record a 90 cut would still leave him with a bigger pension pot than most of his exemployees will ever get i am too generous,0
